"Statistic Label","Year","Age","Sex","Criteria for Projection","UNIT","VALUE"
"Population Projections based on Census 2022","2033","18 years","Both sexes","Method - M3","Number","71281"
"Population Projections based on Census 2022","2033","19 years","Both sexes","Method - M1","Number","76919"
"Population Projections based on Census 2022","2033","19 years","Both sexes","Method - M2","Number","75138"
"Population Projections based on Census 2022","2033","19 years","Both sexes","Method - M3","Number","72753"
"Population Projections based on Census 2022","2033","20 years","Both sexes","Method - M1","Number","78374"
"Population Projections based on Census 2022","2033","20 years","Both sexes","Method - M2","Number","76462"
"Population Projections based on Census 2022","2033","20 years","Both sexes","Method - M3","Number","73886"
"Population Projections based on Census 2022","2033","21 years","Both sexes","Method - M1","Number","80275"
"Population Projections based on Census 2022","2033","21 years","Both sexes","Method - M2","Number","78234"
"Population Projections based on Census 2022","2033","21 years","Both sexes","Method - M3","Number","75468"
"Population Projections based on Census 2022","2033","22 years","Both sexes","Method - M1","Number","81138"
"Population Projections based on Census 2022","2033","22 years","Both sexes","Method - M2","Number","78969"
"Population Projections based on Census 2022","2033","22 years","Both sexes","Method - M3","Number","76008"
"Population Projections based on Census 2022","2033","23 years","Both sexes","Method - M1","Number","82351"
"Population Projections based on Census 2022","2033","23 years","Both sexes","Method - M2","Number","79979"
"Population Projections based on Census 2022","2033","23 years","Both sexes","Method - M3","Number","76732"
"Population Projections based on Census 2022","2033","24 years","Both sexes","Method - M1","Number","81446"
"Population Projections based on Census 2022","2033","24 years","Both sexes","Method - M2","Number","78844"
"Population Projections based on Census 2022","2033","24 years","Both sexes","Method - M3","Number","75442"
"Population Projections based on Census 2022","2033","25 years","Both sexes","Method - M1","Number","81146"
"Population Projections based on Census 2022","2033","25 years","Both sexes","Method - M2","Number","78478"
"Population Projections based on Census 2022","2033","25 years","Both sexes","Method - M3","Number","75158"
"Population Projections based on Census 2022","2033","26 years","Both sexes","Method - M1","Number","78723"
"Population Projections based on Census 2022","2033","26 years","Both sexes","Method - M2","Number","76006"
"Population Projections based on Census 2022","2033","26 years","Both sexes","Method - M3","Number","72773"
"Population Projections based on Census 2022","2033","27 years","Both sexes","Method - M1","Number","77126"
"Population Projections based on Census 2022","2033","27 years","Both sexes","Method - M2","Number","74375"
"Population Projections based on Census 2022","2033","27 years","Both sexes","Method - M3","Number","71140"
"Population Projections based on Census 2022","2033","28 years","Both sexes","Method - M1","Number","77779"
"Population Projections based on Census 2022","2033","28 years","Both sexes","Method - M2","Number","74995"
"Population Projections based on Census 2022","2033","28 years","Both sexes","Method - M3","Number","71760"
"Population Projections based on Census 2022","2033","29 years","Both sexes","Method - M1","Number","77375"
"Population Projections based on Census 2022","2033","29 years","Both sexes","Method - M2","Number","74558"
"Population Projections based on Census 2022","2033","29 years","Both sexes","Method - M3","Number","71338"
"Population Projections based on Census 2022","2033","30 years","Both sexes","Method - M1","Number","76525"
"Population Projections based on Census 2022","2033","30 years","Both sexes","Method - M2","Number","73662"
"Population Projections based on Census 2022","2033","30 years","Both sexes","Method - M3","Number","70446"
"Population Projections based on Census 2022","2033","31 years","Both sexes","Method - M1","Number","76611"
"Population Projections based on Census 2022","2033","31 years","Both sexes","Method - M2","Number","73711"
"Population Projections based on Census 2022","2033","31 years","Both sexes","Method - M3","Number","70509"
"Population Projections based on Census 2022","2033","32 years","Both sexes","Method - M1","Number","75284"
"Population Projections based on Census 2022","2033","32 years","Both sexes","Method - M2","Number","72343"
"Population Projections based on Census 2022","2033","32 years","Both sexes","Method - M3","Number","69154"
"Population Projections based on Census 2022","2033","33 years","Both sexes","Method - M1","Number","77364"
"Population Projections based on Census 2022","2033","33 years","Both sexes","Method - M2","Number","74367"
"Population Projections based on Census 2022","2033","33 years","Both sexes","Method - M3","Number","71181"
"Population Projections based on Census 2022","2033","34 years","Both sexes","Method - M1","Number","77147"
"Population Projections based on Census 2022","2033","34 years","Both sexes","Method - M2","Number","74095"
"Population Projections based on Census 2022","2033","34 years","Both sexes","Method - M3","Number","70948"
"Population Projections based on Census 2022","2033","35 years","Both sexes","Method - M1","Number","76687"
"Population Projections based on Census 2022","2033","35 years","Both sexes","Method - M2","Number","73630"
"Population Projections based on Census 2022","2033","35 years","Both sexes","Method - M3","Number","70446"
"Population Projections based on Census 2022","2033","36 years","Both sexes","Method - M1","Number","75977"
"Population Projections based on Census 2022","2033","36 years","Both sexes","Method - M2","Number","72925"
"Population Projections based on Census 2022","2033","36 years","Both sexes","Method - M3","Number","69699"
"Population Projections based on Census 2022","2033","37 years","Both sexes","Method - M1","Number","74229"
"Population Projections based on Census 2022","2033","37 years","Both sexes","Method - M2","Number","71174"
"Population Projections based on Census 2022","2033","37 years","Both sexes","Method - M3","Number","67910"
"Population Projections based on Census 2022","2033","38 years","Both sexes","Method - M1","Number","74318"
"Population Projections based on Census 2022","2033","38 years","Both sexes","Method - M2","Number","71267"
"Population Projections based on Census 2022","2033","38 years","Both sexes","Method - M3","Number","67975"
"Population Projections based on Census 2022","2033","39 years","Both sexes","Method - M1","Number","73876"
"Population Projections based on Census 2022","2033","39 years","Both sexes","Method - M2","Number","70824"
"Population Projections based on Census 2022","2033","39 years","Both sexes","Method - M3","Number","67526"
"Population Projections based on Census 2022","2033","40 years","Both sexes","Method - M1","Number","75798"
"Population Projections based on Census 2022","2033","40 years","Both sexes","Method - M2","Number","72749"
"Population Projections based on Census 2022","2033","40 years","Both sexes","Method - M3","Number","69449"
"Population Projections based on Census 2022","2033","41 years","Both sexes","Method - M1","Number","78877"
"Population Projections based on Census 2022","2033","41 years","Both sexes","Method - M2","Number","75832"
"Population Projections based on Census 2022","2033","41 years","Both sexes","Method - M3","Number","72540"
"Population Projections based on Census 2022","2033","42 years","Both sexes","Method - M1","Number","80552"
"Population Projections based on Census 2022","2033","42 years","Both sexes","Method - M2","Number","77510"
"Population Projections based on Census 2022","2033","42 years","Both sexes","Method - M3","Number","74218"
"Population Projections based on Census 2022","2033","43 years","Both sexes","Method - M1","Number","81410"
"Population Projections based on Census 2022","2033","43 years","Both sexes","Method - M2","Number","78371"
"Population Projections based on Census 2022","2033","43 years","Both sexes","Method - M3","Number","75113"
"Population Projections based on Census 2022","2033","44 years","Both sexes","Method - M1","Number","81019"
"Population Projections based on Census 2022","2033","44 years","Both sexes","Method - M2","Number","77986"
"Population Projections based on Census 2022","2033","44 years","Both sexes","Method - M3","Number","74742"
"Population Projections based on Census 2022","2033","45 years","Both sexes","Method - M1","Number","83013"
"Population Projections based on Census 2022","2033","45 years","Both sexes","Method - M2","Number","80264"
"Population Projections based on Census 2022","2033","45 years","Both sexes","Method - M3","Number","77366"
"Population Projections based on Census 2022","2033","46 years","Both sexes","Method - M1","Number","85788"
"Population Projections based on Census 2022","2033","46 years","Both sexes","Method - M2","Number","83333"
"Population Projections based on Census 2022","2033","46 years","Both sexes","Method - M3","Number","80807"
"Population Projections based on Census 2022","2033","47 years","Both sexes","Method - M1","Number","86427"
"Population Projections based on Census 2022","2033","47 years","Both sexes","Method - M2","Number","84176"
"Population Projections based on Census 2022","2033","47 years","Both sexes","Method - M3","Number","81951"
"Population Projections based on Census 2022","2033","48 years","Both sexes","Method - M1","Number","86451"
"Population Projections based on Census 2022","2033","48 years","Both sexes","Method - M2","Number","84399"
"Population Projections based on Census 2022","2033","48 years","Both sexes","Method - M3","Number","82485"
"Population Projections based on Census 2022","2033","49 years","Both sexes","Method - M1","Number","88409"
"Population Projections based on Census 2022","2033","49 years","Both sexes","Method - M2","Number","86559"
"Population Projections based on Census 2022","2033","49 years","Both sexes","Method - M3","Number","84855"
"Population Projections based on Census 2022","2033","50 years","Both sexes","Method - M1","Number","90309"
"Population Projections based on Census 2022","2033","50 years","Both sexes","Method - M2","Number","88652"
"Population Projections based on Census 2022","2033","50 years","Both sexes","Method - M3","Number","87152"
"Population Projections based on Census 2022","2033","51 years","Both sexes","Method - M1","Number","92298"
"Population Projections based on Census 2022","2033","51 years","Both sexes","Method - M2","Number","90831"
"Population Projections based on Census 2022","2033","51 years","Both sexes","Method - M3","Number","89540"
"Population Projections based on Census 2022","2033","52 years","Both sexes","Method - M1","Number","91893"
"Population Projections based on Census 2022","2033","52 years","Both sexes","Method - M2","Number","90631"
"Population Projections based on Census 2022","2033","52 years","Both sexes","Method - M3","Number","89531"
"Population Projections based on Census 2022","2033","53 years","Both sexes","Method - M1","Number","90493"
"Population Projections based on Census 2022","2033","53 years","Both sexes","Method - M2","Number","89512"
"Population Projections based on Census 2022","2033","53 years","Both sexes","Method - M3","Number","88703"
"Population Projections based on Census 2022","2033","54 years","Both sexes","Method - M1","Number","84582"
"Population Projections based on Census 2022","2033","54 years","Both sexes","Method - M2","Number","83894"
"Population Projections based on Census 2022","2033","54 years","Both sexes","Method - M3","Number","83190"
"Population Projections based on Census 2022","2033","55 years","Both sexes","Method - M1","Number","79670"
"Population Projections based on Census 2022","2033","55 years","Both sexes","Method - M2","Number","78999"
"Population Projections based on Census 2022","2033","55 years","Both sexes","Method - M3","Number","78318"
"Population Projections based on Census 2022","2033","56 years","Both sexes","Method - M1","Number","79019"
"Population Projections based on Census 2022","2033","56 years","Both sexes","Method - M2","Number","78349"
"Population Projections based on Census 2022","2033","56 years","Both sexes","Method - M3","Number","77690"
"Population Projections based on Census 2022","2033","57 years","Both sexes","Method - M1","Number","77754"
"Population Projections based on Census 2022","2033","57 years","Both sexes","Method - M2","Number","77092"
"Population Projections based on Census 2022","2033","57 years","Both sexes","Method - M3","Number","76449"
"Population Projections based on Census 2022","2033","58 years","Both sexes","Method - M1","Number","76772"
"Population Projections based on Census 2022","2033","58 years","Both sexes","Method - M2","Number","76107"
"Population Projections based on Census 2022","2033","58 years","Both sexes","Method - M3","Number","75479"
"Population Projections based on Census 2022","2033","59 years","Both sexes","Method - M1","Number","75933"
"Population Projections based on Census 2022","2033","59 years","Both sexes","Method - M2","Number","75272"
"Population Projections based on Census 2022","2033","59 years","Both sexes","Method - M3","Number","74654"
"Population Projections based on Census 2022","2033","60 years","Both sexes","Method - M1","Number","75898"
"Population Projections based on Census 2022","2033","60 years","Both sexes","Method - M2","Number","75237"
"Population Projections based on Census 2022","2033","60 years","Both sexes","Method - M3","Number","74629"
"Population Projections based on Census 2022","2033","61 years","Both sexes","Method - M1","Number","75130"
"Population Projections based on Census 2022","2033","61 years","Both sexes","Method - M2","Number","74472"
"Population Projections based on Census 2022","2033","61 years","Both sexes","Method - M3","Number","73874"
"Population Projections based on Census 2022","2033","62 years","Both sexes","Method - M1","Number","71889"
"Population Projections based on Census 2022","2033","62 years","Both sexes","Method - M2","Number","71237"
"Population Projections based on Census 2022","2033","62 years","Both sexes","Method - M3","Number","70647"
"Population Projections based on Census 2022","2033","63 years","Both sexes","Method - M1","Number","70590"
"Population Projections based on Census 2022","2033","63 years","Both sexes","Method - M2","Number","69927"
"Population Projections based on Census 2022","2033","63 years","Both sexes","Method - M3","Number","69344"
"Population Projections based on Census 2022","2033","64 years","Both sexes","Method - M1","Number","66651"
"Population Projections based on Census 2022","2033","64 years","Both sexes","Method - M2","Number","65992"
"Population Projections based on Census 2022","2033","64 years","Both sexes","Method - M3","Number","65413"
"Population Projections based on Census 2022","2033","65 years","Both sexes","Method - M1","Number","65508"
"Population Projections based on Census 2022","2033","65 years","Both sexes","Method - M2","Number","64900"
"Population Projections based on Census 2022","2033","65 years","Both sexes","Method - M3","Number","64351"
"Population Projections based on Census 2022","2033","66 years","Both sexes","Method - M1","Number","64109"
"Population Projections based on Census 2022","2033","66 years","Both sexes","Method - M2","Number","63551"
"Population Projections based on Census 2022","2033","66 years","Both sexes","Method - M3","Number","63041"
"Population Projections based on Census 2022","2033","67 years","Both sexes","Method - M1","Number","62192"
"Population Projections based on Census 2022","2033","67 years","Both sexes","Method - M2","Number","61669"
"Population Projections based on Census 2022","2033","67 years","Both sexes","Method - M3","Number","61207"
"Population Projections based on Census 2022","2033","68 years","Both sexes","Method - M1","Number","62286"
"Population Projections based on Census 2022","2033","68 years","Both sexes","Method - M2","Number","61794"
"Population Projections based on Census 2022","2033","68 years","Both sexes","Method - M3","Number","61386"
"Population Projections based on Census 2022","2033","69 years","Both sexes","Method - M1","Number","59576"
"Population Projections based on Census 2022","2033","69 years","Both sexes","Method - M2","Number","59126"
"Population Projections based on Census 2022","2033","69 years","Both sexes","Method - M3","Number","58738"
"Population Projections based on Census 2022","2033","70 years","Both sexes","Method - M1","Number","57685"
"Population Projections based on Census 2022","2033","70 years","Both sexes","Method - M2","Number","57268"
"Population Projections based on Census 2022","2033","70 years","Both sexes","Method - M3","Number","56906"
"Population Projections based on Census 2022","2033","71 years","Both sexes","Method - M1","Number","56279"
"Population Projections based on Census 2022","2033","71 years","Both sexes","Method - M2","Number","55901"
"Population Projections based on Census 2022","2033","71 years","Both sexes","Method - M3","Number","55568"
"Population Projections based on Census 2022","2033","72 years","Both sexes","Method - M1","Number","53847"
"Population Projections based on Census 2022","2033","72 years","Both sexes","Method - M2","Number","53503"
"Population Projections based on Census 2022","2033","72 years","Both sexes","Method - M3","Number","53196"
"Population Projections based on Census 2022","2033","73 years","Both sexes","Method - M1","Number","51535"
"Population Projections based on Census 2022","2033","73 years","Both sexes","Method - M2","Number","51246"
"Population Projections based on Census 2022","2033","73 years","Both sexes","Method - M3","Number","50979"
"Population Projections based on Census 2022","2033","74 years","Both sexes","Method - M1","Number","48004"
"Population Projections based on Census 2022","2033","74 years","Both sexes","Method - M2","Number","47760"
"Population Projections based on Census 2022","2033","74 years","Both sexes","Method - M3","Number","47514"
"Population Projections based on Census 2022","2033","75 years","Both sexes","Method - M1","Number","46113"
"Population Projections based on Census 2022","2033","75 years","Both sexes","Method - M2","Number","45882"
"Population Projections based on Census 2022","2033","75 years","Both sexes","Method - M3","Number","45652"
"Population Projections based on Census 2022","2033","76 years","Both sexes","Method - M1","Number","44795"
"Population Projections based on Census 2022","2033","76 years","Both sexes","Method - M2","Number","44582"
"Population Projections based on Census 2022","2033","76 years","Both sexes","Method - M3","Number","44372"
"Population Projections based on Census 2022","2033","77 years","Both sexes","Method - M1","Number","42197"
"Population Projections based on Census 2022","2033","77 years","Both sexes","Method - M2","Number","42000"
"Population Projections based on Census 2022","2033","77 years","Both sexes","Method - M3","Number","41812"
"Population Projections based on Census 2022","2033","78 years","Both sexes","Method - M1","Number","40971"
"Population Projections based on Census 2022","2033","78 years","Both sexes","Method - M2","Number","40793"
"Population Projections based on Census 2022","2033","78 years","Both sexes","Method - M3","Number","40619"
"Population Projections based on Census 2022","2033","79 years","Both sexes","Method - M1","Number","37859"
"Population Projections based on Census 2022","2033","79 years","Both sexes","Method - M2","Number","37690"
"Population Projections based on Census 2022","2033","79 years","Both sexes","Method - M3","Number","37534"
"Population Projections based on Census 2022","2033","80 years","Both sexes","Method - M1","Number","37107"
"Population Projections based on Census 2022","2033","80 years","Both sexes","Method - M2","Number","36950"
"Population Projections based on Census 2022","2033","80 years","Both sexes","Method - M3","Number","36807"
"Population Projections based on Census 2022","2033","81 years","Both sexes","Method - M1","Number","34273"
"Population Projections based on Census 2022","2033","81 years","Both sexes","Method - M2","Number","34125"
"Population Projections based on Census 2022","2033","81 years","Both sexes","Method - M3","Number","33998"
"Population Projections based on Census 2022","2033","82 years","Both sexes","Method - M1","Number","31547"
"Population Projections based on Census 2022","2033","82 years","Both sexes","Method - M2","Number","31416"
"Population Projections based on Census 2022","2033","82 years","Both sexes","Method - M3","Number","31297"
"Population Projections based on Census 2022","2033","83 years","Both sexes","Method - M1","Number","29894"
"Population Projections based on Census 2022","2033","83 years","Both sexes","Method - M2","Number","29775"
"Population Projections based on Census 2022","2033","83 years","Both sexes","Method - M3","Number","29665"
"Population Projections based on Census 2022","2033","84 years","Both sexes","Method - M1","Number","27213"
"Population Projections based on Census 2022","2033","84 years","Both sexes","Method - M2","Number","27101"
"Population Projections based on Census 2022","2033","84 years","Both sexes","Method - M3","Number","27004"
"Population Projections based on Census 2022","2033","85 years","Both sexes","Method - M1","Number","24691"
"Population Projections based on Census 2022","2033","85 years","Both sexes","Method - M2","Number","24591"
"Population Projections based on Census 2022","2033","85 years","Both sexes","Method - M3","Number","24501"
"Population Projections based on Census 2022","2033","86 years","Both sexes","Method - M1","Number","22152"
"Population Projections based on Census 2022","2033","86 years","Both sexes","Method - M2","Number","22064"
"Population Projections based on Census 2022","2033","86 years","Both sexes","Method - M3","Number","21979"
"Population Projections based on Census 2022","2033","87 years","Both sexes","Method - M1","Number","19539"
"Population Projections based on Census 2022","2033","87 years","Both sexes","Method - M2","Number","19457"
"Population Projections based on Census 2022","2033","87 years","Both sexes","Method - M3","Number","19384"
"Population Projections based on Census 2022","2033","88 years","Both sexes","Method - M1","Number","16409"
"Population Projections based on Census 2022","2033","88 years","Both sexes","Method - M2","Number","16333"
"Population Projections based on Census 2022","2033","88 years","Both sexes","Method - M3","Number","16273"
"Population Projections based on Census 2022","2033","89 years","Both sexes","Method - M1","Number","13834"
"Population Projections based on Census 2022","2033","89 years","Both sexes","Method - M2","Number","13764"
"Population Projections based on Census 2022","2033","89 years","Both sexes","Method - M3","Number","13708"
"Population Projections based on Census 2022","2033","90 years","Both sexes","Method - M1","Number","11753"
"Population Projections based on Census 2022","2033","90 years","Both sexes","Method - M2","Number","11690"
"Population Projections based on Census 2022","2033","90 years","Both sexes","Method - M3","Number","11637"
"Population Projections based on Census 2022","2033","91 years","Both sexes","Method - M1","Number","9300"
"Population Projections based on Census 2022","2033","91 years","Both sexes","Method - M2","Number","9245"
"Population Projections based on Census 2022","2033","91 years","Both sexes","Method - M3","Number","9197"
"Population Projections based on Census 2022","2033","92 years","Both sexes","Method - M1","Number","7451"
"Population Projections based on Census 2022","2033","92 years","Both sexes","Method - M2","Number","7400"
"Population Projections based on Census 2022","2033","92 years","Both sexes","Method - M3","Number","7360"
"Population Projections based on Census 2022","2033","93 years","Both sexes","Method - M1","Number","6160"
"Population Projections based on Census 2022","2033","93 years","Both sexes","Method - M2","Number","6113"
"Population Projections based on Census 2022","2033","93 years","Both sexes","Method - M3","Number","6078"
"Population Projections based on Census 2022","2033","94 years","Both sexes","Method - M1","Number","4851"
"Population Projections based on Census 2022","2033","94 years","Both sexes","Method - M2","Number","4810"
"Population Projections based on Census 2022","2033","94 years","Both sexes","Method - M3","Number","4779"
"Population Projections based on Census 2022","2033","95 years","Both sexes","Method - M1","Number","3601"
"Population Projections based on Census 2022","2033","95 years","Both sexes","Method - M2","Number","3564"
"Population Projections based on Census 2022","2033","95 years","Both sexes","Method - M3","Number","3536"
"Population Projections based on Census 2022","2033","96 years","Both sexes","Method - M1","Number","2746"
"Population Projections based on Census 2022","2033","96 years","Both sexes","Method - M2","Number","2717"
"Population Projections based on Census 2022","2033","96 years","Both sexes","Method - M3","Number","2691"
"Population Projections based on Census 2022","2033","97 years","Both sexes","Method - M1","Number","1985"
"Population Projections based on Census 2022","2033","97 years","Both sexes","Method - M2","Number","1959"
"Population Projections based on Census 2022","2033","97 years","Both sexes","Method - M3","Number","1941"
"Population Projections based on Census 2022","2033","98 years","Both sexes","Method - M1","Number","1396"
"Population Projections based on Census 2022","2033","98 years","Both sexes","Method - M2","Number","1375"
"Population Projections based on Census 2022","2033","98 years","Both sexes","Method - M3","Number","1357"
"Population Projections based on Census 2022","2033","99 years and over","Both sexes","Method - M1","Number","2421"
"Population Projections based on Census 2022","2033","99 years and over","Both sexes","Method - M2","Number","2362"
"Population Projections based on Census 2022","2033","99 years and over","Both sexes","Method - M3","Number","2315"
"Population Projections based on Census 2022","2033","All ages","Both sexes","Method - M1","Number","5927929"
"Population Projections based on Census 2022","2033","All ages","Both sexes","Method - M2","Number","5800031"
"Population Projections based on Census 2022","2033","All ages","Both sexes","Method - M3","Number","5663018"
"Population Projections based on Census 2022","2034","Under 1 year","Both sexes","Method - M1","Number","53520"
"Population Projections based on Census 2022","2034","Under 1 year","Both sexes","Method - M2","Number","51435"
"Population Projections based on Census 2022","2034","Under 1 year","Both sexes","Method - M3","Number","49191"
"Population Projections based on Census 2022","2034","1 year","Both sexes","Method - M1","Number","53930"
"Population Projections based on Census 2022","2034","1 year","Both sexes","Method - M2","Number","51941"
"Population Projections based on Census 2022","2034","1 year","Both sexes","Method - M3","Number","49865"
"Population Projections based on Census 2022","2034","2 years","Both sexes","Method - M1","Number","54500"
"Population Projections based on Census 2022","2034","2 years","Both sexes","Method - M2","Number","52612"
"Population Projections based on Census 2022","2034","2 years","Both sexes","Method - M3","Number","50707"
"Population Projections based on Census 2022","2034","3 years","Both sexes","Method - M1","Number","55071"
"Population Projections based on Census 2022","2034","3 years","Both sexes","Method - M2","Number","53248"
"Population Projections based on Census 2022","2034","3 years","Both sexes","Method - M3","Number","51472"
"Population Projections based on Census 2022","2034","4 years","Both sexes","Method - M1","Number","55642"
"Population Projections based on Census 2022","2034","4 years","Both sexes","Method - M2","Number","53893"
"Population Projections based on Census 2022","2034","4 years","Both sexes","Method - M3","Number","52244"
"Population Projections based on Census 2022","2034","5 years","Both sexes","Method - M1","Number","56240"
"Population Projections based on Census 2022","2034","5 years","Both sexes","Method - M2","Number","54570"
"Population Projections based on Census 2022","2034","5 years","Both sexes","Method - M3","Number","52997"
"Population Projections based on Census 2022","2034","6 years","Both sexes","Method - M1","Number","57003"
"Population Projections based on Census 2022","2034","6 years","Both sexes","Method - M2","Number","55417"
"Population Projections based on Census 2022","2034","6 years","Both sexes","Method - M3","Number","53931"
"Population Projections based on Census 2022","2034","7 years","Both sexes","Method - M1","Number","57966"
"Population Projections based on Census 2022","2034","7 years","Both sexes","Method - M2","Number","56467"
"Population Projections based on Census 2022","2034","7 years","Both sexes","Method - M3","Number","55070"
"Population Projections based on Census 2022","2034","8 years","Both sexes","Method - M1","Number","58999"
"Population Projections based on Census 2022","2034","8 years","Both sexes","Method - M2","Number","57600"
"Population Projections based on Census 2022","2034","8 years","Both sexes","Method - M3","Number","56295"
"Population Projections based on Census 2022","2034","9 years","Both sexes","Method - M1","Number","59836"
"Population Projections based on Census 2022","2034","9 years","Both sexes","Method - M2","Number","58591"
"Population Projections based on Census 2022","2034","9 years","Both sexes","Method - M3","Number","57446"
"Population Projections based on Census 2022","2034","10 years","Both sexes","Method - M1","Number","60704"
"Population Projections based on Census 2022","2034","10 years","Both sexes","Method - M2","Number","59620"
"Population Projections based on Census 2022","2034","10 years","Both sexes","Method - M3","Number","58521"
"Population Projections based on Census 2022","2034","11 years","Both sexes","Method - M1","Number","63368"
"Population Projections based on Census 2022","2034","11 years","Both sexes","Method - M2","Number","62280"
"Population Projections based on Census 2022","2034","11 years","Both sexes","Method - M3","Number","61167"
"Population Projections based on Census 2022","2034","12 years","Both sexes","Method - M1","Number","63654"
"Population Projections based on Census 2022","2034","12 years","Both sexes","Method - M2","Number","62564"
"Population Projections based on Census 2022","2034","12 years","Both sexes","Method - M3","Number","61448"
"Population Projections based on Census 2022","2034","13 years","Both sexes","Method - M1","Number","62552"
"Population Projections based on Census 2022","2034","13 years","Both sexes","Method - M2","Number","61460"
"Population Projections based on Census 2022","2034","13 years","Both sexes","Method - M3","Number","60337"
"Population Projections based on Census 2022","2034","14 years","Both sexes","Method - M1","Number","64982"
"Population Projections based on Census 2022","2034","14 years","Both sexes","Method - M2","Number","63910"
"Population Projections based on Census 2022","2034","14 years","Both sexes","Method - M3","Number","62796"
"Population Projections based on Census 2022","2034","15 years","Both sexes","Method - M1","Number","66540"
"Population Projections based on Census 2022","2034","15 years","Both sexes","Method - M2","Number","65265"
"Population Projections based on Census 2022","2034","15 years","Both sexes","Method - M3","Number","63812"
"Population Projections based on Census 2022","2034","16 years","Both sexes","Method - M1","Number","67830"
"Population Projections based on Census 2022","2034","16 years","Both sexes","Method - M2","Number","66349"
"Population Projections based on Census 2022","2034","16 years","Both sexes","Method - M3","Number","64539"
"Population Projections based on Census 2022","2034","17 years","Both sexes","Method - M1","Number","70565"
"Population Projections based on Census 2022","2034","17 years","Both sexes","Method - M2","Number","68868"
"Population Projections based on Census 2022","2034","17 years","Both sexes","Method - M3","Number","66698"
"Population Projections based on Census 2022","2034","18 years","Both sexes","Method - M1","Number","73299"
"Population Projections based on Census 2022","2034","18 years","Both sexes","Method - M2","Number","71469"
"Population Projections based on Census 2022","2034","18 years","Both sexes","Method - M3","Number","69030"
"Population Projections based on Census 2022","2034","19 years","Both sexes","Method - M1","Number","75637"
"Population Projections based on Census 2022","2034","19 years","Both sexes","Method - M2","Number","73666"
"Population Projections based on Census 2022","2034","19 years","Both sexes","Method - M3","Number","70948"
"Population Projections based on Census 2022","2034","20 years","Both sexes","Method - M1","Number","77400"
"Population Projections based on Census 2022","2034","20 years","Both sexes","Method - M2","Number","75297"
"Population Projections based on Census 2022","2034","20 years","Both sexes","Method - M3","Number","72386"
"Population Projections based on Census 2022","2034","21 years","Both sexes","Method - M1","Number","78790"
"Population Projections based on Census 2022","2034","21 years","Both sexes","Method - M2","Number","76557"
"Population Projections based on Census 2022","2034","21 years","Both sexes","Method - M3","Number","73447"
"Population Projections based on Census 2022","2034","22 years","Both sexes","Method - M1","Number","80662"
"Population Projections based on Census 2022","2034","22 years","Both sexes","Method - M2","Number","78299"
"Population Projections based on Census 2022","2034","22 years","Both sexes","Method - M3","Number","74992"
"Population Projections based on Census 2022","2034","23 years","Both sexes","Method - M1","Number","81519"
"Population Projections based on Census 2022","2034","23 years","Both sexes","Method - M2","Number","79025"
"Population Projections based on Census 2022","2034","23 years","Both sexes","Method - M3","Number","75518"
"Population Projections based on Census 2022","2034","24 years","Both sexes","Method - M1","Number","82724"
"Population Projections based on Census 2022","2034","24 years","Both sexes","Method - M2","Number","80021"
"Population Projections based on Census 2022","2034","24 years","Both sexes","Method - M3","Number","76213"
"Population Projections based on Census 2022","2034","25 years","Both sexes","Method - M1","Number","82927"
"Population Projections based on Census 2022","2034","25 years","Both sexes","Method - M2","Number","79944"
"Population Projections based on Census 2022","2034","25 years","Both sexes","Method - M3","Number","76107"
"Population Projections based on Census 2022","2034","26 years","Both sexes","Method - M1","Number","82551"
"Population Projections based on Census 2022","2034","26 years","Both sexes","Method - M2","Number","79504"
"Population Projections based on Census 2022","2034","26 years","Both sexes","Method - M3","Number","75739"
"Population Projections based on Census 2022","2034","27 years","Both sexes","Method - M1","Number","80088"
"Population Projections based on Census 2022","2034","27 years","Both sexes","Method - M2","Number","76989"
"Population Projections based on Census 2022","2034","27 years","Both sexes","Method - M3","Number","73299"
"Population Projections based on Census 2022","2034","28 years","Both sexes","Method - M1","Number","78449"
"Population Projections based on Census 2022","2034","28 years","Both sexes","Method - M2","Number","75319"
"Population Projections based on Census 2022","2034","28 years","Both sexes","Method - M3","Number","71618"
"Population Projections based on Census 2022","2034","29 years","Both sexes","Method - M1","Number","79049"
"Population Projections based on Census 2022","2034","29 years","Both sexes","Method - M2","Number","75883"
"Population Projections based on Census 2022","2034","29 years","Both sexes","Method - M3","Number","72171"
"Population Projections based on Census 2022","2034","30 years","Both sexes","Method - M1","Number","78601"
"Population Projections based on Census 2022","2034","30 years","Both sexes","Method - M2","Number","75401"
"Population Projections based on Census 2022","2034","30 years","Both sexes","Method - M3","Number","71689"
"Population Projections based on Census 2022","2034","31 years","Both sexes","Method - M1","Number","77714"
"Population Projections based on Census 2022","2034","31 years","Both sexes","Method - M2","Number","74474"
"Population Projections based on Census 2022","2034","31 years","Both sexes","Method - M3","Number","70770"
"Population Projections based on Census 2022","2034","32 years","Both sexes","Method - M1","Number","77785"
"Population Projections based on Census 2022","2034","32 years","Both sexes","Method - M2","Number","74505"
"Population Projections based on Census 2022","2034","32 years","Both sexes","Method - M3","Number","70803"
"Population Projections based on Census 2022","2034","33 years","Both sexes","Method - M1","Number","76419"
"Population Projections based on Census 2022","2034","33 years","Both sexes","Method - M2","Number","73097"
